image_path,label,review_status,source_screen,source_session,ad_source,icon_family,reject_type,candidate_score,geometry_score,bbox,split,instance_id,content_id,original_path,relative_path,vision_domain,asset_type,asset_role,representation,sample_role,sub_role
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00563_not_close_asset_4cc73248215ffca2.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_4cc73248215ffca2,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_54765ed2196a815c,asset_4cc73248215ffca2,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003347_score_0.863_x471_y269_w23_h19_log__20260711_012512_50192_afk_20260711_011942_14_廣告探寶鏟_route_enter_fail_returncode_1__000007_20260711_012527_before_tap_916_352.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003347_score_0.863_x471_y269_w23_h19_log__20260711_012512_50192_afk_20260711_011942_14_廣告探寶鏟_route_enter_fail_returncode_1__000007_20260711_012527_before_tap_916_352.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00564_not_close_asset_7198a0a5685d20fc.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_7198a0a5685d20fc,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_b25393cf1843734d,asset_7198a0a5685d20fc,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003348_score_0.863_x471_y269_w23_h19_log__20260711_013055_47492_afk_20260711_012536_14_廣告時間沙漏_route_enter_fail_returncode_1__000007_20260711_013110_before_tap_916_352.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003348_score_0.863_x471_y269_w23_h19_log__20260711_013055_47492_afk_20260711_012536_14_廣告時間沙漏_route_enter_fail_returncode_1__000007_20260711_013110_before_tap_916_352.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00565_not_close_asset_722dd607cecfbea7.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_722dd607cecfbea7,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_c567c68120a76c03,asset_722dd607cecfbea7,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003349_score_0.863_x100_y427_w15_h15_log__20260711_093806_46808_afk_20260711_093802_14_王國金庫_task__000003_20260711_093811_before_swipe_86_130_86_430_420.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003349_score_0.863_x100_y427_w15_h15_log__20260711_093806_46808_afk_20260711_093802_14_王國金庫_task__000003_20260711_093811_before_swipe_86_130_86_430_420.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00566_not_close_asset_68ed4ca03da58afd.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_68ed4ca03da58afd,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_65f5bceabe9779f4,asset_68ed4ca03da58afd,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003350_score_0.863_x330_y478_w13_h14_log__20260711_110821_25824_afk_20260711_110759_tiger_每日任務_task__000329_20260711_111843_after_swipe_360_430_360_230_700.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003350_score_0.863_x330_y478_w13_h14_log__20260711_110821_25824_afk_20260711_110759_tiger_每日任務_task__000329_20260711_111843_after_swipe_360_430_360_230_700.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00567_not_close_asset_e05ce044a244d103.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_e05ce044a244d103,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_2d55cf1c387c5dfd,asset_e05ce044a244d103,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003351_score_0.863_x669_y147_w44_h46_log__20260711_095156_4644_afk_20260711_095142_em3_每日簽到_route_exit__000002_20260711_095159_after_tap_51_22.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003351_score_0.863_x669_y147_w44_h46_log__20260711_095156_4644_afk_20260711_095142_em3_每日簽到_route_exit__000002_20260711_095159_after_tap_51_22.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00568_not_close_asset_b965b95d731b01b9.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_b965b95d731b01b9,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_c99112e5922ef4dc,asset_b965b95d731b01b9,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003352_score_0.863_x86_y112_w35_h38_log__20260707_160103_33324__001019_20260709_150828_after_tap_80_500.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003352_score_0.863_x86_y112_w35_h38_log__20260707_160103_33324__001019_20260709_150828_after_tap_80_500.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00569_not_close_asset_aec9f9bc33aa722d.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_aec9f9bc33aa722d,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_68a02c9d3a3e66d2,asset_aec9f9bc33aa722d,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003353_score_0.862_x81_y419_w17_h16_log__20260711_105219_54776_afk_20260711_105214_311_王國金庫_task__000019_20260711_105250_before_tap_441_229.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003353_score_0.862_x81_y419_w17_h16_log__20260711_105219_54776_afk_20260711_105214_311_王國金庫_task__000019_20260711_105250_before_tap_441_229.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00570_not_close_asset_30d04dde11da54fc.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_30d04dde11da54fc,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_73000c19536999a8,asset_30d04dde11da54fc,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003354_score_0.862_x81_y419_w17_h16_log__20260711_105219_54776_afk_20260711_105214_311_王國金庫_task__000022_20260711_105255_after_tap_495_170.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003354_score_0.862_x81_y419_w17_h16_log__20260711_105219_54776_afk_20260711_105214_311_王國金庫_task__000022_20260711_105255_after_tap_495_170.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00571_not_close_asset_dace1aeb6f99e147.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_dace1aeb6f99e147,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_e1ab5b5b43241c9a,asset_dace1aeb6f99e147,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003355_score_0.862_x81_y419_w17_h16_log__20260711_105219_54776_afk_20260711_105214_311_王國金庫_task__000020_20260711_105252_after_tap_441_229.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003355_score_0.862_x81_y419_w17_h16_log__20260711_105219_54776_afk_20260711_105214_311_王國金庫_task__000020_20260711_105252_after_tap_441_229.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00572_not_close_asset_9dbff90d19654513.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_9dbff90d19654513,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_82920fcad12b71af,asset_9dbff90d19654513,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003356_score_0.862_x432_y206_w17_h15_log__20260707_160103_33324__000610_20260708_230308_before_tap_80_500.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003356_score_0.862_x432_y206_w17_h15_log__20260707_160103_33324__000610_20260708_230308_before_tap_80_500.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00573_not_close_asset_ee471a461dd12762.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_ee471a461dd12762,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_26a94364f0b09dce,asset_ee471a461dd12762,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003357_score_0.862_x369_y228_w26_h26_log__20260711_095223_69352_afk_20260711_095203_em3_深淵_task__000031_20260711_095327_abyss_rented_hero_selected.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003357_score_0.862_x369_y228_w26_h26_log__20260711_095223_69352_afk_20260711_095203_em3_深淵_task__000031_20260711_095327_abyss_rented_hero_selected.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00574_not_close_asset_43348dfaf9205fd9.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_43348dfaf9205fd9,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_d2d49718969dc901,asset_43348dfaf9205fd9,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003358_score_0.862_x432_y208_w17_h13_log__20260707_160103_33324__000645_20260708_230516_before_tap_80_500.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003358_score_0.862_x432_y208_w17_h13_log__20260707_160103_33324__000645_20260708_230516_before_tap_80_500.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00575_not_close_asset_940dae61652a9b37.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_940dae61652a9b37,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_9634d224cf52b725,asset_940dae61652a9b37,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003359_score_0.862_x799_y286_w15_h12_log__20260711_084610_10484_afk_20260711_083942_14_每日任務_task__000096_20260711_084923_before_tap_478_150.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003359_score_0.862_x799_y286_w15_h12_log__20260711_084610_10484_afk_20260711_083942_14_每日任務_task__000096_20260711_084923_before_tap_478_150.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00576_not_close_asset_88fab188c6bb98b3.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_88fab188c6bb98b3,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_9487586222983a42,asset_88fab188c6bb98b3,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003377_score_0.861_x570_y120_w35_h43_log__20260711_103216_63312_afk_20260711_103216_311_每日任務_route_enter__000002_20260711_103218_after_tap_468_523.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003377_score_0.861_x570_y120_w35_h43_log__20260711_103216_63312_afk_20260711_103216_311_每日任務_route_enter__000002_20260711_103218_after_tap_468_523.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00577_not_close_asset_eada6361fb72f57b.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_eada6361fb72f57b,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_64ef8d89141f69fc,asset_eada6361fb72f57b,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003378_score_0.861_x135_y298_w17_h18_log__20260711_105219_54776_afk_20260711_105214_311_王國金庫_task__000021_20260711_105254_before_tap_495_170.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003378_score_0.861_x135_y298_w17_h18_log__20260711_105219_54776_afk_20260711_105214_311_王國金庫_task__000021_20260711_105254_before_tap_495_170.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00578_not_close_asset_e91e1459b59f27eb.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_e91e1459b59f27eb,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_a165330d21f205fc,asset_e91e1459b59f27eb,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003379_score_0.861_x582_y206_w22_h24_log__20260711_083219_50204_afk_20260711_083021_14_廣告探寶鏟_task__000021_20260711_083540_before_tap_483_157.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003379_score_0.861_x582_y206_w22_h24_log__20260711_083219_50204_afk_20260711_083021_14_廣告探寶鏟_task__000021_20260711_083540_before_tap_483_157.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00579_not_close_asset_34c38e9f001fb40e.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_34c38e9f001fb40e,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_5c2ac423b85811db,asset_34c38e9f001fb40e,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003380_score_0.861_x513_y180_w15_h17_log__20260711_110821_25824_afk_20260711_110759_tiger_每日任務_task__000321_20260711_111824_after_tap_478_150.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003380_score_0.861_x513_y180_w15_h17_log__20260711_110821_25824_afk_20260711_110759_tiger_每日任務_task__000321_20260711_111824_after_tap_478_150.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00580_not_close_asset_2395e750045fa7e4.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_2395e750045fa7e4,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_81df671aa4033c69,asset_2395e750045fa7e4,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003381_score_0.861_x86_y112_w35_h38_log__20260707_160103_33324__001179_20260709_230844_after_tap_80_500.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003381_score_0.861_x86_y112_w35_h38_log__20260707_160103_33324__001179_20260709_230844_after_tap_80_500.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00581_not_close_asset_1f022836c02809bd.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_1f022836c02809bd,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_3f82f944fae1abd5,asset_1f022836c02809bd,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003382_score_0.860_x593_y208_w36_h30_log__20260711_015755_72740_afk_20260711_015737_tiger_廣告時間沙漏_task__000019_20260711_015931_before_tap_301_350.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003382_score_0.860_x593_y208_w36_h30_log__20260711_015755_72740_afk_20260711_015737_tiger_廣告時間沙漏_task__000019_20260711_015931_before_tap_301_350.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00582_not_close_asset_8c7cd6b1a0962dbc.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_8c7cd6b1a0962dbc,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_0cfb89e5188b7ced,asset_8c7cd6b1a0962dbc,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003383_score_0.859_x570_y168_w23_h20_log__20260711_110821_25824_afk_20260711_110759_tiger_每日任務_task__000035_20260711_110932_after_tap_495_170.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003383_score_0.859_x570_y168_w23_h20_log__20260711_110821_25824_afk_20260711_110759_tiger_每日任務_task__000035_20260711_110932_after_tap_495_170.png.png,ads,crop,candidate_crop,raw,non_action_target,
vision_platform\ads\pilot\action_classifier_v2\dataset\images\ads_action_v2_00583_not_close_asset_c2979698a24e50ad.png,not_close,reviewed,ads2/assets/review_crops/close_glyph_candidates/sample/candidate_crops,asset_c2979698a24e50ad,ads2\assets\review_crops,candidate_crop,non_action_target,,,,,file_7634fb4cc4c6447f,asset_c2979698a24e50ad,D:\Projects\adb_vl\ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003384_score_0.859_x99_y348_w34_h37_log__20260711_105900_35312_afk_20260711_105311_311_高階競技場_route_enter__000001_20260711_105901_before_tap_247_515.png.png,ads2\assets\review_crops\close_glyph_candidates\sample\candidate_crops\003384_score_0.859_x99_y348_w34_h37_log__20260711_105900_35312_afk_20260711_105311_311_高階競技場_route_enter__000001_20260711_105901_before_tap_247_515.png.png,ads,crop,candidate_crop,raw,non_action_target,
